Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
5:3	kfbu		rc://*/ta/man/translate/writing-pronouns	וְ⁠יֶ֣תֶר אֶחָ֔י⁠ו	1	The pronoun **his** refers to the ruler whom Yahweh has promised. It may be helpful to clarify this for your readers. Alternate translation: [and the remainder of that ruler’s brothers]
5:3	pw4s		rc://*/ta/man/translate/figs-metaphor	וְ⁠יֶ֣תֶר אֶחָ֔י⁠ו	1	Micah is speaking of the fellow Israelites of this ruler as if they were his **brothers**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and the remainder of his fellow Israelites]
5:4	rcpu		rc://*/ta/man/translate/writing-pronouns	וְ⁠עָמַ֗ד	1	The pronoun **he** refers to the ruler that Yahweh promised to raise up from Bethlehem, whom Micah described in the previous verses. It may be helpful to clarify this for your readers. Alternate translation: [And the ruler will stand]
5:4	mb9q		rc://*/ta/man/translate/figs-metaphor	וְ⁠עָמַ֗ד וְ⁠רָעָה֙	1	Micah is speaking of this ruler as if he would **shepherd** as one who cares for a flock of sheep. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And he will take his stand and lead and provide for his people]
5:4	oybb		rc://*/ta/man/translate/figs-metonymy	בִּ⁠גְא֕וֹן שֵׁ֖ם יְהוָ֣ה אֱלֹהָ֑י⁠ו	1	Here, **the name of Yahweh** represents Yahweh himself and his authority. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [in the majestic authority of Yahweh his God]
5:4	dugq		rc://*/ta/man/translate/writing-pronouns	וְ⁠יָשָׁ֕בוּ	1	The pronoun **they** refers to the people of Israel, whom this ruler will shepherd. It may be helpful to clarify this for your readers. Alternate translation: [And the people of Israel will live securely]
5:5	w4bt		rc://*/ta/man/translate/figs-metaphor	וְ⁠הָיָ֥ה זֶ֖ה שָׁל֑וֹם	1	Micah is speaking of this ruler bringing peace as if he were **peace** itself. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And this one will bring peace to his people]
5:5	dacw		rc://*/ta/man/translate/writing-pronouns	יָב֣וֹא	1	The personal pronouns **he** and **him** throughout this verse refer to Assyria, which stands for the Assyrian army. It may be helpful to clarify this for your readers. Alternate translation: [Assyria—when the Assyrian army comes into our land]
5:5	cz0i		rc://*/ta/man/translate/figs-exclusive	בְ⁠אַרְצֵ֗⁠נוּ וְ⁠כִ֤י יִדְרֹךְ֙ בְּ⁠אַרְמְנֹתֵ֔י⁠נוּ	1	By **our** and **we**, Micah means himself and the people of Israel to whom he is speaking, so use the inclusive form of that word in your translation if your language marks that distinction.
5:5	nx7y		rc://*/ta/man/translate/figs-metaphor	וַ⁠הֲקֵמֹ֤נוּ עָלָי⁠ו֙	1	Micah is speaking of the people choosing leaders as if they would **raise up** these leaders to a high place. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: [then we will choose to fight against them]
5:5	ltlt		rc://*/ta/man/translate/figs-idiom	שִׁבְעָ֣ה רֹעִ֔ים וּ⁠שְׁמֹנָ֖ה נְסִיכֵ֥י אָדָֽם	1	Micah is using **seven shepherds** and **eight princes of man** as a common expression of the culture to mean “as many leaders as will be needed.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [as many leaders as will be needed]
5:6	djnh		rc://*/ta/man/translate/writing-pronouns	וְ⁠רָע֞וּ	1	The pronoun **they** refers to the leaders mentioned in the previous verse who will fight against Assyria. It may be helpful to clarify this for your readers. Alternate translation: [And these leaders will shepherd]
5:6	qrwv		rc://*/ta/man/translate/figs-metaphor	וְ⁠רָע֞וּ אֶת־אֶ֤רֶץ אַשּׁוּר֙ בַּ⁠חֶ֔רֶב	1	Micah is speaking of these leaders ruling with military power as if they would **shepherd** them like a herd of sheep but in this context of the Assyrians, it would be **with a sword**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And they will rule the land of Assyria with military power]
5:6	t1l0		rc://*/ta/man/translate/figs-ellipsis	וְ⁠אֶת־אֶ֥רֶץ נִמְרֹ֖ד בִּ⁠פְתָחֶ֑י⁠הָ	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and they will shepherd the land of Nimrod in its entrances]
5:6	ww49		rc://*/ta/man/translate/translate-names	וְ⁠אֶת־אֶ֥רֶץ נִמְרֹ֖ד	1	Here, **the land of Nimrod** represents the territory that the ancient ruler Nimrod founded, that is, Assyria. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [which is the land that Nimrod founded,]
5:6	ecyp		rc://*/ta/man/translate/translate-alternativereadings	בִּ⁠פְתָחֶ֑י⁠הָ	1	The phrase **in its entrances** is a translation of the standard written Hebrew text. This reading, however, does not seem to make sense. Scholars have proposed that the original reading was a very similar word meaning “drawn sword,” which is represented in some ancient translations. You may want to follow this reading, or you may want to follow the major translation in your area. Alternate translation: [with a drawn sword]
5:6	ufhu		rc://*/ta/man/translate/writing-pronouns	וְ⁠הִצִּיל֙ מֵֽ⁠אַשּׁ֔וּר	1	The pronoun **he** refers to the ruler whom Yahweh has promised. It may be helpful to clarify this for your readers. Alternate translation: [And the promised ruler will rescue us from Assyria]
5:7	a1xt		rc://*/ta/man/translate/figs-abstractnouns	שְׁאֵרִ֣ית יַעֲקֹ֗ב	1	If your language does not use an abstract noun for the idea of **remnant**, you could express the same idea in another way. Alternate translation: [those of Jacob who remain]
5:7	xbu4		rc://*/ta/man/translate/figs-metonymy	שְׁאֵרִ֣ית יַעֲקֹ֗ב	1	Here, **Jacob** represents the descendants of Jacob, that is, the people of Israel. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the remnant of the people of Israel]
5:7	wnhn		rc://*/ta/man/translate/figs-simile	כְּ⁠טַל֙ מֵ⁠אֵ֣ת יְהוָ֔ה כִּ⁠רְבִיבִ֖ים עֲלֵי־עֵ֑שֶׂב	1	The point of this comparison is that just as **dew** and **showers** come from Yahweh and refresh the grass, so the survivors of Israel will be a blessing to the many peoples among whom they live. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [a blessing to them, like refreshing dew that comes from Yahweh, like showers on the grass]
5:7	wcml		rc://*/ta/man/translate/writing-pronouns	אֲשֶׁ֤ר לֹֽא־יְקַוֶּה֙ לְ⁠אִ֔ישׁ	1	The pronoun **that** refers to the **dew** and the **showers**, which come from Yahweh rather than from any human effort. It may be helpful to clarify this for your readers. Alternate translation: [moisture that does not wait for a man]
5:7	cnrm		rc://*/ta/man/translate/figs-parallelism	אֲשֶׁ֤ר לֹֽא־יְקַוֶּה֙ לְ⁠אִ֔ישׁ וְ⁠לֹ֥א יְיַחֵ֖ל לִ⁠בְנֵ֥י אָדָֽם	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [that does depend completely on Yahweh and not on people at all]
5:7	nrze		rc://*/ta/man/translate/figs-genericnoun	לֹֽא־יְקַוֶּה֙ לְ⁠אִ֔ישׁ וְ⁠לֹ֥א יְיַחֵ֖ל לִ⁠בְנֵ֥י אָדָֽם	1	Here, **a man** and **the sons of man** represent people in general, not specific individuals. If it would be helpful to your readers, you could use expressions that would be more natural in your language. Alternate translation: [does not wait for anyone and does not hope for any human being]
5:8	jdgv		rc://*/ta/man/translate/figs-abstractnouns	שְׁאֵרִ֨ית יַעֲקֹ֜ב	1	See how you translated the abstract noun **remnant** in [5:7](../05/07.md).
5:8	qnlc		rc://*/ta/man/translate/figs-metonymy	שְׁאֵרִ֨ית יַעֲקֹ֜ב	1	See how you translated **Jacob** in [5:7](../05/07.md).
5:8	xhgq		rc://*/ta/man/translate/figs-simile	כְּ⁠אַרְיֵה֙ בְּ⁠בַהֲמ֣וֹת יַ֔עַר כִּ⁠כְפִ֖יר בְּ⁠עֶדְרֵי צֹ֑אן	1	The point of this comparison is that just as **a lion** is stronger than the other animals and **a young lion** can attack a flock of sheep without being stopped, so the survivors of Israel will be stronger than the peoples among whom they live. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [as strong as a lion among the animals of the forest, as unstoppable as a young lion among the flocks of sheep]
5:8	i970		rc://*/ta/man/translate/figs-doublet	וְ⁠רָמַ֥ס וְ⁠טָרַ֖ף	1	The terms **tramples** and **tears** mean similar things. Micah is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [tears to pieces]
5:9	ug9n		rc://*/ta/man/translate/translate-textvariants	תָּרֹ֥ם יָדְ⁠ךָ֖ עַל־צָרֶ֑י⁠ךָ וְ⁠כָל־אֹיְבֶ֖י⁠ךָ יִכָּרֵֽתוּ	1	Some ancient manuscripts read according to the ULT. Other ancient manuscripts read “Your hand will rise over your adversaries, and all of your enemies will be cut off.” In that case, “your” could refer either to Yahweh or to Jacob, who represents his descendants. If a translation of the Bible exists in your region, you may wish to use the reading that it uses. If a translation of the Bible does not exist in your region, you may wish to use the reading of the ULT.
5:9	te1u		rc://*/ta/man/translate/figs-imperative3p	תָּרֹ֥ם יָדְ⁠ךָ֖ עַל־צָרֶ֑י⁠ךָ וְ⁠כָל־אֹיְבֶ֖י⁠ךָ יִכָּרֵֽתוּ	1	Micah is saying what he wants Yahweh to do. See the discussion in the introduction to this book about “let” and “may” and follow the decision of your team of how a speaker will express in this context what he wants someone to do. Alternate translation: [Yahweh, I desire that your hand rise over your adversaries and that all your enemies be destroyed]
5:9	eyv9		rc://*/ta/man/translate/figs-metonymy	תָּרֹ֥ם יָדְ⁠ךָ֖ עַל־צָרֶ֑י⁠ךָ	1	Here, **your hand** represents Yahweh’s power. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [May you triumph by your power over your adversaries]
5:9	qwnt		rc://*/ta/man/translate/figs-activepassive	וְ⁠כָל־אֹיְבֶ֖י⁠ךָ יִכָּרֵֽתוּ	1	The expression **be cut off** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [and may you cut off all of your enemies]
5:9	ecbi		rc://*/ta/man/translate/figs-idiom	וְ⁠כָל־אֹיְבֶ֖י⁠ךָ יִכָּרֵֽתוּ	1	Micah is using **be cut off** as a common expression of the culture to mean “be destroyed.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [and may all of your enemies be destroyed]
