Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
13:6	jh1j		rc://*/ta/man/translate/figs-metaphor	וַ⁠אֲבֹתֶֽי⁠ךָ	1	Moses is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly as modeled in the UST. See how you translated the phrase “your fathers” in [1:8](../01/08.md).
13:7	y6pp		rc://*/ta/man/translate/figs-possession	מֵ⁠אֱלֹהֵ֣י הָֽ⁠עַמִּ֗ים	1	Here Moses is using the possessive form to describe **gods** whom the nearby **peoples** worship. If your language would not use the possessive form for this, you could use an equivalent expression. Alternate translation: [from the gods worshiped by the peoples]
13:7	g6lt			הָֽ⁠עַמִּ֗ים אֲשֶׁר֙ סְבִיבֹ֣תֵי⁠כֶ֔ם	1	Alternate translation: [the bordering nations]
13:7	vk3l		rc://*/ta/man/translate/figs-parallelism	הַ⁠קְּרֹבִ֣ים אֵלֶ֔י⁠ךָ א֖וֹ הָ⁠רְחֹקִ֣ים מִמֶּ֑⁠ךָּ מִ⁠קְצֵ֥ה הָ⁠אָ֖רֶץ וְ⁠עַד־קְצֵ֥ה הָ⁠אָֽרֶץ	1	These two clauses mean basically the same thing. The second clause emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the clauses with a word that shows that the second clause is repeating the first one, not saying something additional. Alternate translation: [near to you or far from you, indeed, from one end of the earth and to the other end of the earth]
13:7	k024		rc://*/ta/man/translate/figs-merism	הַ⁠קְּרֹבִ֣ים אֵלֶ֔י⁠ךָ א֖וֹ הָ⁠רְחֹקִ֣ים מִמֶּ֑⁠ךָּ	1	Here Moses is referring to all of the earth by naming the parts that are at the extreme ends of it. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [wherever they are]
13:7	g5tj		rc://*/ta/man/translate/figs-merism	מִ⁠קְצֵ֥ה הָ⁠אָ֖רֶץ וְ⁠עַד־קְצֵ֥ה הָ⁠אָֽרֶץ	1	Here Moses is referring to all of the earth by naming the parts that are at the extreme ends of it. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [anywhere on earth]
13:8	husg		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	לֹא־תֹאבֶ֣ה	1	The instruction starts here for what to do if the condition expressed in verses 6–7 happen. Use a connector that makes it clear that this is what to do if a condition happens. Alternate translation: [then do not yield]
13:8	rg47		rc://*/ta/man/translate/figs-idiom	וְ⁠לֹא־תָח֤וֹס עֵֽינְ⁠ךָ֙ עָלָ֔י⁠ו	1	Moses is using **your eye shall not pity him** as a common expression of his culture to mean “do not feel sorry for him.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [do not let your heart soften towards him] or [and do not have compassion on him]
13:8	px2o		rc://*/ta/man/translate/figs-explicit	וְ⁠לֹֽא־תְכַסֶּ֖ה עָלָֽי⁠ו	1	Here Moses means that people should not **hide** or keep secret the fact that someone is urging others to worship idols. You could include this information if that would be helpful to your readers. Alternate translation: [nor hide his guilt]
13:9	r45b		rc://*/ta/man/translate/grammar-connect-logic-contrast	כִּ֤י	1	Moses uses the word **Instead** here to indicate a strong contrast between what someone should and should not do when someone is urging others to worship false gods. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: [Rather]
13:9	o91n		rc://*/ta/man/translate/figs-reduplication	הָרֹג֙ תַּֽהַרְגֶ֔⁠נּוּ	1	Moses is repeating forms of the verb **kill** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [you shall surely kill him]
13:9	nkik		rc://*/ta/man/translate/figs-explicit	הָרֹג֙ תַּֽהַרְגֶ֔⁠נּוּ	1	The implication is that the Israelites will **kill** those people by throwing stones at them. You could include this information if that would be helpful to your readers. Alternate translation: [you shall surely stone him to death]
13:9	akr4		rc://*/ta/man/translate/figs-synecdoche	יָֽדְ⁠ךָ֛ & וְ⁠יַ֥ד כָּל־הָ⁠עָ֖ם בָּ⁠אַחֲרֹנָֽה	1	Here Moses is using **hand** to represent the whole person in the act of executing someone. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [You yourself … and afterwards, all the other people]
13:10	es1g		rc://*/ta/man/translate/figs-explicitinfo	וּ⁠סְקַלְתּ֥⁠וֹ בָ⁠אֲבָנִ֖ים וָ⁠מֵ֑ת	1	The expression **stone him to death with stones** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: [And you shall stone him to death]
13:10	nt8a		rc://*/ta/man/translate/figs-metaphor	לְ⁠הַדִּֽיחֲ⁠ךָ֙ מֵ⁠עַל֙ יְהוָ֣ה	1	Here Moses is speaking of obedience to Yahweh as if obedience to him were a path that one walks on. He speaks of disobedience as someone driving one away from that path. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [to cause you to reject the commands of Yahweh]
13:10	eo35		rc://*/ta/man/translate/figs-go	הַ⁠מּוֹצִיאֲ⁠ךָ֛	1	In a context such as this, your language might say “took” instead of **brought**. Alternate translation: [who took you out]
13:10	cdm1		rc://*/ta/man/translate/figs-metaphor	מִ⁠בֵּ֥ית עֲבָדִֽים	1	See how you translated the phrase “from the house of slaves” in [5:6](../05/06.md). Alternate translation: [from the place where you were slaves]
13:11	ns29		rc://*/ta/man/translate/figs-ellipsis	יִשְׁמְע֖וּ	1	Moses is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the chapter if it would be clearer in your language. Alternate translation: [will hear about the execution]
13:11	gl25		rc://*/ta/man/translate/figs-explicit	כַּ⁠דָּבָ֥ר	1	Here, **things** refers to the actions of the false prophets and dreamers of dreams. These include urging others to disobey Yahweh and worship idols. You could include this information if that would be helpful to your readers. Alternate translation: [as the idolatrous deeds of]
13:11	y3ud		rc://*/ta/man/translate/figs-abstractnouns	הָ⁠רָ֛ע	1	If your language does not use an abstract noun for the idea of **wickedness**, you could express the same idea in another way. Alternate translation: [sinful behavior]
13:12-13	ltfg		rc://*/ta/man/translate/figs-quotemarks	כִּֽי־תִשְׁמַ֞ע בְּ⁠אַחַ֣ת עָרֶ֗י⁠ךָ אֲשֶׁר֩ יְהוָ֨ה אֱלֹהֶ֜י⁠ךָ נֹתֵ֥ן לְ⁠ךָ֛ לָ⁠שֶׁ֥בֶת שָׁ֖ם לֵ⁠אמֹֽר׃ יָצְא֞וּ אֲנָשִׁ֤ים בְּנֵֽי־בְלִיַּ֨עַל֙ מִ⁠קִּרְבֶּ֔⁠ךָ וַ⁠יַּדִּ֛יחוּ אֶת־יֹשְׁבֵ֥י עִירָ֖⁠ם לֵ⁠אמֹ֑ר נֵלְכָ֗ה וְ⁠נַעַבְדָ֛ה אֱלֹהִ֥ים אֲחֵרִ֖ים אֲשֶׁ֥ר לֹא־יְדַעְתֶּֽם	1	There are three levels of quotation here. Moses is speaking (level 1) and quoting what people might hear in the cities (level 2) that quotes what wicked men might say (level 3). Use the appropriate punctuation in your language to mark these levels of quotation. Alternatively, you could translate this so that there are not quotations within quotations as is modeled in the UST.
13:12-13	e5em		rc://*/ta/man/translate/figs-quotesinquotes	כִּֽי־תִשְׁמַ֞ע בְּ⁠אַחַ֣ת עָרֶ֗י⁠ךָ אֲשֶׁר֩ יְהוָ֨ה אֱלֹהֶ֜י⁠ךָ נֹתֵ֥ן לְ⁠ךָ֛ לָ⁠שֶׁ֥בֶת שָׁ֖ם לֵ⁠אמֹֽר׃ יָצְא֞וּ אֲנָשִׁ֤ים בְּנֵֽי־בְלִיַּ֨עַל֙ מִ⁠קִּרְבֶּ֔⁠ךָ וַ⁠יַּדִּ֛יחוּ אֶת־יֹשְׁבֵ֥י עִירָ֖⁠ם לֵ⁠אמֹ֑ר נֵלְכָ֗ה וְ⁠נַעַבְדָ֛ה אֱלֹהִ֥ים אֲחֵרִ֖ים אֲשֶׁ֥ר לֹא־יְדַעְתֶּֽם	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [If you hear that some sons of wickedness have gone out from one of your cities that Yahweh your God gives to you to live there and have driven out the inhabitants in order to convince them to serve other gods that they have not known]
13:12	xoke		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	כִּֽי	1	Moses is using the word **If** to introduce a possible condition that he describes in this verse through verse 14. It is a warning against idolatry. The instruction for what they should do if this condition happens comes in verse 15. Use a natural form in your language for introducing a situation such as this. Alternate translation: [Should it happen that]
13:12	mugg		rc://*/ta/man/translate/figs-ellipsis	תִשְׁמַ֞ע	1	Moses is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these implied words if it would be clearer in your language. Alternate translation: [you hear someone speak]
13:12	ako0		rc://*/ta/man/translate/figs-explicitinfo	עָרֶ֗י⁠ךָ אֲשֶׁר֩ יְהוָ֨ה אֱלֹהֶ֜י⁠ךָ נֹתֵ֥ן לְ⁠ךָ֛ לָ⁠שֶׁ֥בֶת שָׁ֖ם	1	The expression **your cities that Yahweh your God gives to you to live there** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: [your cities that Yahweh your God gives to you]
13:12	yn6q		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹֽר	1	Here the word **saying** introduces direct speech. Consider natural ways of doing that in your own language.
13:13	tqt4		rc://*/ta/man/translate/figs-idiom	בְּנֵֽי־בְלִיַּ֨עַל֙	1	Moses is using **sons of** as a common expression of his culture to indicate people who share a certain characteristic. In this case, these people share the characteristic of **wickedness**. If this phrase does not have that meaning in your language, use a comparable expression from your language that does have that meaning or state the meaning plainly. Alternate translation: [wicked men]
13:13	di92		rc://*/ta/man/translate/figs-explicit	מִ⁠קִּרְבֶּ֔⁠ךָ	1	The implication is that the “sons of wickedness” came from Israelite communities. You could include this information if that would be helpful to your readers. Alternate translation: [from your communities]
13:13	wb69		rc://*/ta/man/translate/figs-metaphor	וַ⁠יַּדִּ֛יחוּ אֶת־יֹשְׁבֵ֥י עִירָ֖⁠ם	1	Here Moses is speaking of obedience to Yahweh as if it were a path that one walks on. He speaks of disobedience as someone driving one out from that path. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and have caused the inhabitants of their city to disobey Yahweh]
13:14	mc5u		rc://*/ta/man/translate/figs-doublet	וְ⁠דָרַשְׁתָּ֧ וְ⁠חָקַרְתָּ֧ וְ⁠שָׁאַלְתָּ֖ הֵיטֵ֑ב	1	The terms **investigate**, **search out**, and **ask thoroughly** mean similar things. Moses is using the terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [and you shall carefully investigate what happened] or [and you shall carefully inquire about what happened]
